Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
custom-photo-collage-poster,Custom Photo Collage Poster,"<p>Your favorite memories, arranged into one striking poster.</p><p><em>Vivid color that reads across the room, wording that sounds great out loud, details guests reach out to touch.</em></p>",Color Create Studio,,Custom Design Service,"event, graphics, photo collage, custom, Custom Event Graphics, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMPHOTOCOL-01X,0,,,continue,manual,22.00,,FALSE,TRUE,,,,,FALSE,Custom Photo Collage Poster | Color Create Studio,,draft
custom-photo-collage-poster,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMPHOTOCOL-02X,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-photo-collage-poster,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMPHOTOCOL-03,150,,,continue,manual,62.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-event-poster,Custom Event Poster,"<p>A bold, large-format poster that markets your event everywhere it hangs.</p><p><em>Vivid color that reads across the room, wording that sounds great out loud, details guests reach out to touch.</em></p>",Color Create Studio,,Custom Design Service,"event, graphics, event poster, custom, Custom Event Graphics, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMEVENTPOS-01,0,,,continue,manual,22.00,,FALSE,TRUE,,,,,FALSE,Custom Event Poster | Color Create Studio,,draft
custom-event-poster,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMEVENTPOS-02,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-event-poster,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMEVENTPOS-03,150,,,continue,manual,62.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-digital-backdrop,Custom Digital Backdrop Design,"<p>A custom step-and-repeat or themed backdrop for an unforgettable photo moment.</p><p><em>Vivid color that reads across the room, wording that sounds great out loud, details guests reach out to touch.</em></p>",Color Create Studio,,Custom Design Service,"event, graphics, backdrop, custom, Custom Event Graphics, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMDIGITALB-01,0,,,continue,manual,22.00,,FALSE,TRUE,,,,,FALSE,Custom Digital Backdrop Design | Color Create Studio,,draft
custom-digital-backdrop,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMDIGITALB-02,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-digital-backdrop,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMDIGITALB-03,150,,,continue,manual,62.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-printable-event-bundle,Custom Printable Event Bundle,"<p>Every printable your event needs in one coordinated, money-saving bundle - invites, signs, menus, favors, and more, all matching.</p><p><em>One cohesive look your guests see, talk about, and remember.</em></p>",Color Create Studio,,Bundle,"event, printable, bundle, Custom Event Graphics, Bundle",FALSE,Bundle,Full Event Set,,,,,CUSTOMPRINTABL-01,0,,,continue,manual,165.00,,FALSE,TRUE,,,,,FALSE,Custom Printable Event Bundle | Color Create Studio,,draft
custom-party-favor-design-package,Custom Party Favor Design Package,"<p>A fully matching set of favor designs - labels, wrappers, toppers, and tags - built around one theme so every little detail ties together.</p>",Color Create Studio,,Custom Design Service,"party favor, package, custom, Custom Party Favor Designs, Custom Design Service",FALSE,Package,Full Favor Suite,,,,,CUSTOMPARTYFAV-01,0,,,continue,manual,145.00,,FALSE,TRUE,,,,,FALSE,Custom Party Favor Design Package | Color Create Studio,,draft
custom-chip-bag-label,Custom Chip Bag Label Design,"<p>A chip bag design that makes the little things look high-end. Themed to match your party perfectly.</p><p><em>Tiny details with big visual punch - the touches guests pick up, read, and keep.</em></p>",Color Create Studio,,Custom Design Service,"party favor, chip bag, custom, Custom Party Favor Designs, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMCHIPBAGL-01,0,,,continue,manual,15.00,,FALSE,TRUE,,,,,FALSE,Custom Chip Bag Label Design | Color Create Studio,,draft
custom-chip-bag-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMCHIPBAGL-02,0,,,continue,manual,30.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-chip-bag-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMCHIPBAGL-03,150,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-water-bottle-label,Custom Water Bottle Label Design,"<p>A water bottle label design that makes the little things look high-end. Themed to match your party perfectly.</p><p><em>Tiny details with big visual punch - the touches guests pick up, read, and keep.</em></p>",Color Create Studio,,Custom Design Service,"party favor, water bottle label, custom, Custom Party Favor Designs, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMWATERBOT-01,0,,,continue,manual,15.00,,FALSE,TRUE,,,,,FALSE,Custom Water Bottle Label Design | Color Create Studio,,draft
custom-water-bottle-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMWATERBOT-02,0,,,continue,manual,30.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-water-bottle-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMWATERBOT-03,150,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-juice-pouch-label,Custom Juice Pouch Label Design,"<p>A juice pouch design that makes the little things look high-end. Themed to match your party perfectly.</p><p><em>Tiny details with big visual punch - the touches guests pick up, read, and keep.</em></p>",Color Create Studio,,Custom Design Service,"party favor, juice pouch, custom, Custom Party Favor Designs, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMJUICEPOU-01,0,,,continue,manual,15.00,,FALSE,TRUE,,,,,FALSE,Custom Juice Pouch Label Design | Color Create Studio,,draft
custom-juice-pouch-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMJUICEPOU-02,0,,,continue,manual,30.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-juice-pouch-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMJUICEPOU-03,150,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-candy-bar-wrapper,Custom Candy Bar Wrapper Design,"<p>A candy wrapper design that makes the little things look high-end. Themed to match your party perfectly.</p><p><em>Tiny details with big visual punch - the touches guests pick up, read, and keep.</em></p>",Color Create Studio,,Custom Design Service,"party favor, candy wrapper, custom, Custom Party Favor Designs, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMCANDYBAR-01,0,,,continue,manual,15.00,,FALSE,TRUE,,,,,FALSE,Custom Candy Bar Wrapper Design | Color Create Studio,,draft
custom-candy-bar-wrapper,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMCANDYBAR-02,0,,,continue,manual,30.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-candy-bar-wrapper,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMCANDYBAR-03,150,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-treat-bag-topper,Custom Treat Bag Topper Design,"<p>A treat bag topper design that makes the little things look high-end. Themed to match your party perfectly.</p><p><em>Tiny details with big visual punch - the touches guests pick up, read, and keep.</em></p>",Color Create Studio,,Custom Design Service,"party favor, treat bag topper, custom, Custom Party Favor Designs, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMTREATBAG-01,0,,,continue,manual,15.00,,FALSE,TRUE,,,,,FALSE,Custom Treat Bag Topper Design | Color Create Studio,,draft
custom-treat-bag-topper,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMTREATBAG-02,0,,,continue,manual,30.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-treat-bag-topper,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMTREATBAG-03,150,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-favor-tag,Custom Favor Tag Design,"<p>A favor tag design that makes the little things look high-end. Themed to match your party perfectly.</p><p><em>Tiny details with big visual punch - the touches guests pick up, read, and keep.</em></p>",Color Create Studio,,Custom Design Service,"party favor, favor tag, custom, Custom Party Favor Designs, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMFAVORTAG-01,0,,,continue,manual,15.00,,FALSE,TRUE,,,,,FALSE,Custom Favor Tag Design | Color Create Studio,,draft
custom-favor-tag,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMFAVORTAG-02,0,,,continue,manual,30.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-favor-tag,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMFAVORTAG-03,150,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-sticker-label,Custom Sticker Label Design,"<p>A sticker label design that makes the little things look high-end. Themed to match your party perfectly.</p><p><em>Tiny details with big visual punch - the touches guests pick up, read, and keep.</em></p>",Color Create Studio,,Custom Design Service,"party favor, sticker label, custom, Custom Party Favor Designs, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMSTICKERL-01,0,,,continue,manual,15.00,,FALSE,TRUE,,,,,FALSE,Custom Sticker Label Design | Color Create Studio,,draft
custom-sticker-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMSTICKERL-02,0,,,continue,manual,30.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-sticker-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMSTICKERL-03,150,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-cake-topper,Custom Cake Topper Design,"<p>A cake topper design that makes the little things look high-end. Themed to match your party perfectly.</p><p><em>Tiny details with big visual punch - the touches guests pick up, read, and keep.</em></p>",Color Create Studio,,Custom Design Service,"party favor, cake topper, custom, Custom Party Favor Designs, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMCAKETOPP-01,0,,,continue,manual,15.00,,FALSE,TRUE,,,,,FALSE,Custom Cake Topper Design | Color Create Studio,,draft
custom-cake-topper,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMCAKETOPP-02,0,,,continue,manual,30.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-cake-topper,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMCAKETOPP-03,150,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-cupcake-topper,Custom Cupcake Topper Design,"<p>A cupcake topper design that makes the little things look high-end. Themed to match your party perfectly.</p><p><em>Tiny details with big visual punch - the touches guests pick up, read, and keep.</em></p>",Color Create Studio,,Custom Design Service,"party favor, cupcake topper, custom, Custom Party Favor Designs, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMCUPCAKET-01,0,,,continue,manual,15.00,,FALSE,TRUE,,,,,FALSE,Custom Cupcake Topper Design | Color Create Studio,,draft
custom-cupcake-topper,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMCUPCAKET-02,0,,,continue,manual,30.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-cupcake-topper,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMCUPCAKET-03,150,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-favor-box-label,Custom Favor Box Label Design,"<p>A favor box design that makes the little things look high-end. Themed to match your party perfectly.</p><p><em>Tiny details with big visual punch - the touches guests pick up, read, and keep.</em></p>",Color Create Studio,,Custom Design Service,"party favor, favor box, custom, Custom Party Favor Designs, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMFAVORBOX-01,0,,,continue,manual,15.00,,FALSE,TRUE,,,,,FALSE,Custom Favor Box Label Design | Color Create Studio,,draft
custom-favor-box-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMFAVORBOX-02,0,,,continue,manual,30.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-favor-box-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMFAVORBOX-03,150,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-thank-you-sticker,Custom Thank-You Sticker Design,"<p>A thank you sticker design that makes the little things look high-end. Themed to match your party perfectly.</p><p><em>Tiny details with big visual punch - the touches guests pick up, read, and keep.</em></p>",Color Create Studio,,Custom Design Service,"party favor, thank you sticker, custom, Custom Party Favor Designs, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMTHANKYOU-01X,0,,,continue,manual,15.00,,FALSE,TRUE,,,,,FALSE,Custom Thank-You Sticker Design | Color Create Studio,,draft
custom-thank-you-sticker,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMTHANKYOU-02X,0,,,continue,manual,30.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-thank-you-sticker,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMTHANKYOU-03X,150,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-party-activity-sheet,Custom Party Activity Sheet,<p>A themed activity sheet that keeps guests busy and entertained - personalized to your event.</p>,Color Create Studio,,Digital Download,"party, activity, Custom Party Favor Designs, Digital Download",FALSE,Delivery,Digital Download,,,,,CUSTOMPARTYACT-01,0,,,continue,manual,10.00,,FALSE,TRUE,,,,,FALSE,Custom Party Activity Sheet | Color Create Studio,,draft
custom-kids-party-coloring-page,Custom Kids Party Coloring Page,<p>A custom coloring page matched to your party theme - the easy win that keeps little hands happy.</p>,Color Create Studio,,Digital Download,"party, kids, coloring, Custom Party Favor Designs, Digital Download",FALSE,Delivery,Digital Download,,,,,CUSTOMKIDSPART-01,0,,,continue,manual,8.00,,FALSE,TRUE,,,,,FALSE,Custom Kids Party Coloring Page | Color Create Studio,,draft
custom-party-favor-assembly,Custom Party Favor Assembly Add-On,"<p>Let us assemble your favors for you - printed, cut, and put together so they arrive ready to hand out.</p>",Color Create Studio,,Add-On,"party favor, assembly, add-on, Custom Party Favor Designs, Add-On",FALSE,Add-On,Assembly Service,,,,,CUSTOMPARTYFAV-01X,100,,,continue,manual,35.00,,TRUE,TRUE,,,,,FALSE,Custom Party Favor Assembly Add-On | Color Create Studio,,draft
custom-full-party-favor-bundle,Custom Full Party Favor Bundle,"<p>Every favor design you need, bundled and discounted - all matching, all yours.</p>",Color Create Studio,,Bundle,"party favor, bundle, Custom Party Favor Designs, Bundle",FALSE,Bundle,Full Set,,,,,CUSTOMFULLPART-01,0,,,continue,manual,125.00,,FALSE,TRUE,,,,,FALSE,Custom Full Party Favor Bundle | Color Create Studio,,draft
custom-memorial-design-package,Custom Memorial Design Package,"<p>A complete, coordinated memorial suite handled with care - program, cards, signage, and keepsakes designed to honor a life beautifully.</p><p><em>Dignified imagery, words that comfort when read aloud, keepsakes loved ones can hold.</em></p>",Color Create Studio,,Custom Design Service,"memorial, tribute, package, Memorial & Tribute Design, Custom Design Service",FALSE,Package,Full Memorial Suite,,,,,CUSTOMMEMORIAL-01XX,0,,,continue,manual,285.00,,FALSE,TRUE,,,,,FALSE,Custom Memorial Design Package | Color Create Studio,,draft
memorial-shirt,Memorial Shirt Design,<p>A memorial shirt created with warmth and respect to honor your loved one and comfort everyone who gathers.</p>,Color Create Studio,,Custom Design Service,"memorial, tribute, memorial shirt, Memorial & Tribute Design, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,MEMORIALSHIRT-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Memorial Shirt Design | Color Create Studio,,draft
